id,text,label,language,style,is_neutral_or_safe,speaker_role
SAATHI_00037,"casteist slurs dekar public tap se paani nahi lene diya, please kuch jaldi kijiye.",DISCRIMINATION_CASTE_VULNERABILITY,hinglish,compound_dialogue,False,caller
SAATHI_00038,I wanted to know the address of the district collectorate office please...,NEUTRAL_NO_INDICATOR,en,incomplete_hesitant,True,caller
SAATHI_00039,ghar mein sirf minor children hain severe safety vulnerability,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hinglish,short,False,caller
SAATHI_00040,situation normal ho gayi hai wo chala gaya,CURRENT_SAFETY_REASSURANCE,hinglish,short,True,caller
SAATHI_00041,उसने मुझे कमरे में बंद करके अश्लील हरकतें कीं,SEXUAL_VIOLENCE_HARASSMENT,hi,standard,False,caller
SAATHI_00042,कृपया ध्यान दें... बुजुर्ग महिला अकेली रहती है उसकी देखभाल करने वाला कोई नहीं,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,spelling_variation,False,caller
SAATHI_00043,husband ne aadhi raat ko ghar se nikal diya road par hoon,NO_SAFE_PLACE_HOMELESSNESS,hinglish,incomplete_hesitant,False,caller
SAATHI_00044,sir... he is outside right now with an iron rod kicking the door,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational,False,caller
SAATHI_00045,zabardasti pakad ke intimacy force karne laga,SEXUAL_VIOLENCE_HARASSMENT,hinglish,spelling_variation,False,caller
SAATHI_00046,उसने धक्का दिया मैं सीढ़ियों से नीचे गिर गई,PHYSICAL_VIOLENCE_INJURY,hi,conversational,False,caller
SAATHI_00047,"My heart is racing, I feel paralyzed with fear",FEAR_DISTRESS_PANIC,en,spelling_variation,False,caller
SAATHI_00048,"पहले दरवाजा पीटना बंद कर दिया था अब कुल्हाड़ी लेकर आ गया, मुझे बहुत चिंता हो रही है।",CONTRADICTORY_CHANGING_SITUATION,hi,compound_dialogue,False,caller
SAATHI_00049,कृपया ध्यान दें... जातिसूचक अपमान करके मुझे जमीन से बेदखल करने की साजिश हो रही है,DISCRIMINATION_CASTE_VULNERABILITY,hi,spelling_variation,False,caller
SAATHI_00050,अब स्थिति सामान्य है उसने माफी मांग ली,CURRENT_SAFETY_REASSURANCE,hi,short,True,caller
SAATHI_00051,"Suffering severe poisoning symptoms, rapid medical dispatch required",MEDICAL_EMERGENCY,en,standard,False,caller
SAATHI_00052,My husband confiscated my phone,DOMESTIC_FAMILY_VIOLENCE,en,short,False,caller
SAATHI_00053,Hello... He calls me from dozens of virtual numbers whenever I block him,STALKING_FOLLOWING,en,conversational,False,caller
SAATHI_00054,"He changes his narrative constantly, making contradictory declarations, I am urgently asking for intervention.",CONTRADICTORY_CHANGING_SITUATION,en,compound_dialogue,False,caller
SAATHI_00055,mob gathering ho rahi hai house ke bahar group intimidation suno na...,SOCIAL_COMMUNITY_PRESSURE,hinglish,incomplete_hesitant,False,caller
SAATHI_00056,Help me... I am hiding in the closet and he is searching for me with a weapon,IMMEDIATE_PHYSICAL_DANGER,en,conversational,False,caller
SAATHI_00057,मुझे घरेलू हिंसा कानून के तहत अपने अधिकारों की जानकारी चाहिए,REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,standard,False,caller
SAATHI_00058,iron rod se mara hai usne leg par chal nahi pa rahi pata nahi...,PHYSICAL_VIOLENCE_INJURY,hinglish,incomplete_hesitant,False,caller
SAATHI_00059,ऑफिस के बाहर खड़े होकर मेरा इंतजार करता है और घूरता रहता है jaldi...,STALKING_FOLLOWING,hi,incomplete_hesitant,False,caller
SAATHI_00060,सब कुछ धुंधला लग रहा है याददाश्त साथ नहीं दे रही pata nahi...,UNCERTAINTY_UNCLEAR_INFO,hi,incomplete_hesitant,False,caller
SAATHI_00061,उसने पहले धमकी दी फिर रोने लगा और माफी मांगने लगा jaldi...,CONTRADICTORY_CHANGING_SITUATION,hi,incomplete_hesitant,False,caller
SAATHI_00062,जातिगत अत्याचार हो रहा है हमारे मोहल्ले में,DISCRIMINATION_CASTE_VULNERABILITY,hi,incomplete_hesitant,False,caller
SAATHI_00063,"Officer... Emergency ambulance required, pulse fading rapidly",MEDICAL_EMERGENCY,en,conversational,False,caller
SAATHI_00064,Enormous collective pressure from the clan to drop the complaint,SOCIAL_COMMUNITY_PRESSURE,en,standard,False,caller
SAATHI_00065,bathroom mein chhipi hoon wo bahar darwaza peet raha hai,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational,False,caller
SAATHI_00066,Please listen... He severed all my connections with my friends and childhood family,ISOLATION_NO_SUPPORT,en,conversational,False,caller
SAATHI_00067,छोटे मासूम बच्चे हैं उनको छुपा कर बैठी हूं,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,short,False,caller
SAATHI_00068,कोई शेल्टर होम बताइए मुझे शरण चाहिए आज रात के लिए,NO_SAFE_PLACE_HOMELESSNESS,hi,short,False,caller
SAATHI_00069,कृपया ध्यान दें... किसी को मेरी परवाह नहीं है मैं अकेली कैसे सामना करूं,ISOLATION_NO_SUPPORT,hi,spelling_variation,False,caller
SAATHI_00070,severe burn injuries skin peel ho gayi hai crying in agony,MEDICAL_EMERGENCY,hinglish,spelling_variation,False,caller
SAATHI_00071,A pregnant woman subjected to violence and in critical vulnerability please...,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,incomplete_hesitant,False,caller
SAATHI_00072,usne zabardasti karne ki koshish ki aur kapde phad diye,SEXUAL_VIOLENCE_HARASSMENT,hinglish,incomplete_hesitant,False,caller
SAATHI_00073,samaj ke log village chhodne ka pressure daal rahe hain,SOCIAL_COMMUNITY_PRESSURE,hinglish,short,False,caller
SAATHI_00074,सांस नहीं आ रही बहुत खून बह रहा है तुरंत एम्बुलेंस भेजो,MEDICAL_EMERGENCY,hi,standard,False,caller
SAATHI_00075,Facing village-wide excommunication and honor violence threats,SOCIAL_COMMUNITY_PRESSURE,en,standard,False,caller
SAATHI_00076,mob gathering ho rahi hai house ke bahar group intimidation,SOCIAL_COMMUNITY_PRESSURE,hinglish,incomplete_hesitant,False,caller
SAATHI_00077,रात भर खुले आसमान के नीचे रहने को मजबूर हूं jaldi...,NO_SAFE_PLACE_HOMELESSNESS,hi,incomplete_hesitant,False,caller
SAATHI_00078,"घर से बेदखल कर दिया रात के अंधेरे में सुनसान सड़क पर हूं, मुझे बहुत चिंता हो रही है।",NO_SAFE_PLACE_HOMELESSNESS,hi,compound_dialogue,False,caller
SAATHI_00079,kisi ka support nahi hai completely alone in this city,ISOLATION_NO_SUPPORT,hinglish,spelling_variation,False,caller
SAATHI_00080,he is stalking me everywhere i go he appears there,STALKING_FOLLOWING,hinglish,standard,False,caller
SAATHI_00081,"He lingers outside my apartment gate for hours watching my window, I am urgently asking for intervention.",STALKING_FOLLOWING,en,compound_dialogue,False,caller
SAATHI_00082,"इस दर्द से अच्छा है कि मैं मर जाऊं हमेशा के लिए, मुझे बहुत चिंता हो रही है।",SELF_HARM_CONCERN,hi,compound_dialogue,False,caller
SAATHI_00083,He said he will finish my entire family if I step outside,THREAT_INTIMIDATION,en,spelling_variation,False,caller
SAATHI_00084,arre... in-laws khana nahi dete aur abuse karte hain mental aur physical,DOMESTIC_FAMILY_VIOLENCE,hinglish,conversational,False,caller
SAATHI_00085,Seeking professional counseling for prolonged emotional distress,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,standard,False,caller
SAATHI_00086,"I don't know the exact street address, everything is disorienting",UNCERTAINTY_UNCLEAR_INFO,en,spelling_variation,False,caller
SAATHI_00087,"thana se police force bhejo arms leke khade hain log, please kuch jaldi kijiye.",REQUEST_POLICE_EMERGENCY_HELP,hinglish,compound_dialogue,False,caller
SAATHI_00088,dhamki de raha hai ki pure parivar ko khatam kar dunga please...,THREAT_INTIMIDATION,hinglish,incomplete_hesitant,False,caller
SAATHI_00089,A stranger has been trailing behind my car for the past forty minutes,STALKING_FOLLOWING,en,spelling_variation,False,caller
SAATHI_00090,"My mother-in-law and husband coordinate physical attacks against me, I am urgently asking for intervention.",DOMESTIC_FAMILY_VIOLENCE,en,compound_dialogue,False,caller
SAATHI_00091,pcr van bhej do meri location par urgent police assistance needed,REQUEST_POLICE_EMERGENCY_HELP,hinglish,spelling_variation,False,caller
SAATHI_00092,Officer... He sent someone to deliver an open death threat,THREAT_INTIMIDATION,en,conversational,False,caller
SAATHI_00093,My daughter has severe mobility disabilities and cannot run away pata nahi...,CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,incomplete_hesitant,False,caller
SAATHI_00094,I have safely reached the local police station and I am secure now aur fir...,CURRENT_SAFETY_REASSURANCE,en,incomplete_hesitant,True,caller
SAATHI_00095,"I am visually impaired and living alone without any assistance, I am urgently asking for intervention.",CHILD_ELDERLY_DISABILITY_VULNERABILITY,en,compound_dialogue,False,caller
SAATHI_00096,He confiscated my documents and trapped me in total isolation,ISOLATION_NO_SUPPORT,en,standard,False,caller
SAATHI_00097,उसके हाथ में चाकू है और वो अंदर घुसने की कोशिश कर रहा है,IMMEDIATE_PHYSICAL_DANGER,hi,standard,False,caller
SAATHI_00098,सर... बहुत रोना आ रहा है डर के मारे पसीने छूट रहे हैं,FEAR_DISTRESS_PANIC,hi,conversational,False,caller
SAATHI_00099,दहेज में गाड़ी और पैसे मांगने के लिए मुझ पर अत्याचार हो रहा है,DOMESTIC_FAMILY_VIOLENCE,hi,standard,False,caller
SAATHI_00100,He physically threw me out against the wall and injured my spine,PHYSICAL_VIOLENCE_INJURY,en,spelling_variation,False,caller
SAATHI_00101,urgent patrol car send karein to my address right now jaldi...,REQUEST_POLICE_EMERGENCY_HELP,hinglish,incomplete_hesitant,False,caller
SAATHI_00102,sir... roz call karke dhamki deta hai bahar nikal,THREAT_INTIMIDATION,hinglish,conversational,False,caller
SAATHI_00103,listen... right now wo mere samne khada hai chaku leke,IMMEDIATE_PHYSICAL_DANGER,hinglish,conversational,False,caller
SAATHI_00104,counsellor se baat karne ka number provide kar sakte hain kya,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,conversational,False,caller
SAATHI_00105,उसने चाकू से कट मार दिया है हाथ पर गहरा घाव है,PHYSICAL_VIOLENCE_INJURY,hi,standard,False,caller
SAATHI_00106,प्लीज... वो कह रहा है कि तुझे बर्बाद कर दूंगा कोर्ट मत जाना,THREAT_INTIMIDATION,hi,conversational,False,caller
SAATHI_00107,"He is pouring kerosene at the door right now, please hurry",IMMEDIATE_PHYSICAL_DANGER,en,short,False,caller
SAATHI_00108,कृपया ध्यान दें... मेरी चैट लीक करने की धमकी देकर गलत काम करने के लिए मजबूर कर रहा,COERCION_BLACKMAIL,hi,spelling_variation,False,caller
SAATHI_00109,Denial of healthcare treatment after inquiring about our caste identity,DISCRIMINATION_CASTE_VULNERABILITY,en,spelling_variation,False,caller
SAATHI_00110,मुझे लात मारी पेट में बहुत भयानक दर्द हो रहा है,PHYSICAL_VIOLENCE_INJURY,hi,short,False,caller
SAATHI_00111,"पुलिस को भेजिए ताकि हमलावर को पकड़ा जा सके, मुझे बहुत चिंता हो रही है।",REQUEST_POLICE_EMERGENCY_HELP,hi,compound_dialogue,False,caller
SAATHI_00112,डॉक्टर साहब अस्पताल में मरीज की पुरानी चोट की पट्टी बदल रहे हैं,NEUTRAL_NO_INDICATOR,hi,short,True,caller
SAATHI_00113,"Police have apprehended the suspect, immediate risk is over, I am urgently asking for intervention.",CURRENT_SAFETY_REASSURANCE,en,compound_dialogue,True,caller
SAATHI_00114,unpredictable behavior hai kabhi friendly kabhi threatening,CONTRADICTORY_CHANGING_SITUATION,hinglish,short,False,caller
SAATHI_00115,कृपया ध्यान दें... रेस्क्यू टीम और पुलिस की सख्त आवश्यकता है तुरंत,REQUEST_POLICE_EMERGENCY_HELP,hi,spelling_variation,False,caller
SAATHI_00116,मेरी बात सुनिए... मुफ्त विधिक सहायता (लीगल एड) कहां से मिलेगी?,REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,conversational,False,caller
SAATHI_00117,I have suffered years of domestic cruelty,DOMESTIC_FAMILY_VIOLENCE,en,short,False,caller
SAATHI_00118,roz threatening messages bhej raha hai call pe suno na...,THREAT_INTIMIDATION,hinglish,incomplete_hesitant,False,caller
SAATHI_00119,gaon ki panchayat ne social boycott kar diya hai family ka,SOCIAL_COMMUNITY_PRESSURE,hinglish,conversational,False,caller
SAATHI_00120,please... darr ke mare main roye ja rahi hoon control nahi ho raha,FEAR_DISTRESS_PANIC,hinglish,conversational,False,caller
SAATHI_00121,"meri halat kharab ho rahi hai ghabrahat ki wajah se, please kuch jaldi kijiye.",FEAR_DISTRESS_PANIC,hinglish,compound_dialogue,False,caller
SAATHI_00122,electricity bill payment process verify karna tha,NEUTRAL_NO_INDICATOR,hinglish,standard,True,caller
SAATHI_00123,"We were just joking and laughing among friends, no dispute took place",NEUTRAL_NO_INDICATOR,en,standard,True,caller
SAATHI_00124,उसने मारपीट करके मुझे कमरे में बंद कर दिया था,PHYSICAL_VIOLENCE_INJURY,hi,standard,False,caller
SAATHI_00125,प्लीज... कोई रोज मेरे घर के बाहर खड़ा होकर खिड़की में झांकता है,STALKING_FOLLOWING,hi,conversational,False,caller
SAATHI_00126,doctor hospital mein old wound ki routine dressing kar rahe hain,NEUTRAL_NO_INDICATOR,hinglish,short,True,caller
SAATHI_00127,bohot ghabrahat ho rahi hai panic attack jaisa lag raha,FEAR_DISTRESS_PANIC,hinglish,standard,False,caller
SAATHI_00128,"Call the police PCR van right now, we are under active siege",REQUEST_POLICE_EMERGENCY_HELP,en,standard,False,caller
SAATHI_00129,कृपया ध्यान दें... मैं बिल्कुल बेसहारा हूं मुझे कोई रास्ता नहीं दिख रहा,ISOLATION_NO_SUPPORT,hi,spelling_variation,False,caller
SAATHI_00130,वो अनजान नंबरों से दिन में पचास बार कॉल और मैसेज करता है,STALKING_FOLLOWING,hi,conversational,False,caller
SAATHI_00131,"मकान मालिक ने ताला लगा दिया मेरा सामान सड़क पर फेंक दिया, मुझे बहुत चिंता हो रही है।",NO_SAFE_PLACE_HOMELESSNESS,hi,compound_dialogue,False,caller
SAATHI_00132,lower caste bol kar school mein bacche ke sath discrimination kiya,DISCRIMINATION_CASTE_VULNERABILITY,hinglish,conversational,False,caller
SAATHI_00133,"मुफ्त विधिक सहायता (लीगल एड) कहां से मिलेगी?, मुझे बहुत चिंता हो रही है।",REQUEST_COUNSELLING_LEGAL_MEDICAL,hi,compound_dialogue,False,caller
SAATHI_00134,Ma'am... Our college is hosting a martial arts and self-defense sports competition,NEUTRAL_NO_INDICATOR,en,conversational,True,caller
SAATHI_00135,अरे... उसने मेरी स्कूटी में जीपीएस ट्रैकर लगा दिया है शायद,STALKING_FOLLOWING,hi,conversational,False,caller
SAATHI_00136,I have been battered brutally and require immediate medical trauma care pata nahi...,PHYSICAL_VIOLENCE_INJURY,en,incomplete_hesitant,False,caller
SAATHI_00137,"पूरी दुनिया से कट गई हूं बिल्कुल तन्हाई और लाचारी है, मुझे बहुत चिंता हो रही है।",ISOLATION_NO_SUPPORT,hi,compound_dialogue,False,caller
SAATHI_00138,मेरे साथ छेड़छाड़ हुई है रास्ते में घेर लिया था,SEXUAL_VIOLENCE_HARASSMENT,hi,conversational,False,caller
SAATHI_00139,"blackmail karke keh raha hai relatives ko photo bhej dunga, please kuch jaldi kijiye.",COERCION_BLACKMAIL,hinglish,compound_dialogue,False,caller
SAATHI_00140,police bhejo jaldi varna wo injury kar dega,REQUEST_POLICE_EMERGENCY_HELP,hinglish,spelling_variation,False,caller
SAATHI_00141,"शायद वो कोई सफेद गाड़ी थी या काली ठीक से नहीं देखा, मुझे बहुत चिंता हो रही है।",UNCERTAINTY_UNCLEAR_INFO,hi,compound_dialogue,False,caller
SAATHI_00142,"I am friendless, helpless,",ISOLATION_NO_SUPPORT,en,short,False,caller
SAATHI_00143,"dynamic fluctuating situation cannot anticipate next move, please kuch jaldi kijiye.",CONTRADICTORY_CHANGING_SITUATION,hinglish,compound_dialogue,False,caller
SAATHI_00144,"blackmail karke keh raha hai relatives ko photo bhej dunga, please kuch jaldi kijiye.",COERCION_BLACKMAIL,hinglish,compound_dialogue,False,caller
SAATHI_00145,उसने मुझे जमीन पर पटक कर लात-घूंसों से मारा,PHYSICAL_VIOLENCE_INJURY,hi,standard,False,caller
SAATHI_00146,He has an iron rod and is walking aggressively towards me,IMMEDIATE_PHYSICAL_DANGER,en,standard,False,caller
SAATHI_00147,वो सोशल मीडिया पर फेक आईडी बनाकर मेरी फोटो पर कमेंट करता है,STALKING_FOLLOWING,hi,short,False,caller
SAATHI_00148,Prolonged domestic abuse and spousal battery taking place daily,DOMESTIC_FAMILY_VIOLENCE,en,incomplete_hesitant,False,caller
SAATHI_00149,मुझसे जबरन खाली स्टांप पेपर पर दस्तखत करवाए जा रहे हैं,COERCION_BLACKMAIL,hi,incomplete_hesitant,False,caller
SAATHI_00150,exact location nahi pata road ka naam yaad nahi aa raha,UNCERTAINTY_UNCLEAR_INFO,hinglish,spelling_variation,False,caller
SAATHI_00151,socially totally isolated kar diya hai mujhe pata nahi...,ISOLATION_NO_SUPPORT,hinglish,incomplete_hesitant,False,caller
SAATHI_00152,कृपया ध्यान दें... यौन उत्पीड़न किया गया है मेरे साथ ऑफिस में,SEXUAL_VIOLENCE_HARASSMENT,hi,spelling_variation,False,caller
SAATHI_00153,"I don't see any reason to live anymore, I want to end my life",SELF_HARM_CONCERN,en,standard,False,caller
SAATHI_00154,गंदे फोटो दिखाकर मुझे डरा रहा है और ब्लैकमेल कर रहा है...,COERCION_BLACKMAIL,hi,incomplete_hesitant,False,caller
SAATHI_00155,rehney ki koi jagah nahi hai railway station par bethi hoon,NO_SAFE_PLACE_HOMELESSNESS,hinglish,spelling_variation,False,caller
SAATHI_00156,मैडम... वो पेट्रोल की बोतल लेकर दरवाजे पर आ गया है,IMMEDIATE_PHYSICAL_DANGER,hi,conversational,False,caller
SAATHI_00157,उसने कहा कि वो पुलिस बुलाएगा फिर खुद ही भागने की बात करने लगा aur fir...,CONTRADICTORY_CHANGING_SITUATION,hi,incomplete_hesitant,False,caller
SAATHI_00158,गहरी चोट लगी है खून रुक नहीं रहा पट्टी भी नहीं है,MEDICAL_EMERGENCY,hi,short,False,caller
SAATHI_00159,sir... trauma counselling session schedule karwa dijiye,REQUEST_COUNSELLING_LEGAL_MEDICAL,hinglish,conversational,False,caller
SAATHI_00160,मैं सुन और बोल नहीं सकती मुझे लिखित में मदद चाहिए,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,conversational,False,caller
SAATHI_00161,Please listen... Can you connect me with a licensed psychological counselor for support?,REQUEST_COUNSELLING_LEGAL_MEDICAL,en,conversational,False,caller
SAATHI_00162,कृपया ध्यान दें... पुलिस विभाग ने महिला सुरक्षा जागरूकता कार्यक्रम आयोजित किया है,NEUTRAL_NO_INDICATOR,hi,spelling_variation,True,caller
SAATHI_00163,सुनिए... सड़क के किनारे फुटपाथ पर बैठी हूं बहुत असुरक्षित महसूस हो रहा,NO_SAFE_PLACE_HOMELESSNESS,hi,conversational,False,caller
SAATHI_00164,"one moment safe lagta hai next moment danger erupt ho jata, please kuch jaldi kijiye.",CONTRADICTORY_CHANGING_SITUATION,hinglish,compound_dialogue,False,caller
SAATHI_00165,"operator: hello erss control room aapko kis prakar ki sahayata chahiye, please kuch jaldi kijiye.",NEUTRAL_NO_INDICATOR,hinglish,compound_dialogue,True,operator
SAATHI_00166,मैं अपने पड़ोसियों के घर आ गई हूं यहां सब ठीक है,CURRENT_SAFETY_REASSURANCE,hi,standard,True,caller
SAATHI_00167,"I'm not sure if the vehicle was blue or grey, it happened so fast, I am urgently asking for intervention.",UNCERTAINTY_UNCLEAR_INFO,en,compound_dialogue,False,caller
SAATHI_00168,कृपया ध्यान दें... हमारे स्कूल में सड़क सुरक्षा और ट्रैफिक नियमों की वर्कशॉप थी,NEUTRAL_NO_INDICATOR,hi,spelling_variation,True,caller
SAATHI_00169,My husband,DOMESTIC_FAMILY_VIOLENCE,en,short,False,caller
SAATHI_00170,"Help me... Everything is hazy and confusing, I cannot give precise details",UNCERTAINTY_UNCLEAR_INFO,en,conversational,False,caller
SAATHI_00171,"घबराहट के मारे चक्कर आ रहे हैं मुझे, मुझे बहुत चिंता हो रही है।",FEAR_DISTRESS_PANIC,hi,compound_dialogue,False,caller
SAATHI_00172,turant police ki gaadi bhejiye yahan bada jhagda chal raha please...,REQUEST_POLICE_EMERGENCY_HELP,hinglish,incomplete_hesitant,False,caller
SAATHI_00173,मेरे साथ अस्सी साल की बुजुर्ग मां हैं जो चल-फिर नहीं सकतीं,CHILD_ELDERLY_DISABILITY_VULNERABILITY,hi,short,False,caller
SAATHI_00174,"हमारे कॉलेज में कराटे और आत्मरक्षा का खेल प्रशिक्षण चल रहा था, मुझे बहुत चिंता हो रही है।",NEUTRAL_NO_INDICATOR,hi,compound_dialogue,True,caller
SAATHI_00175,मुझे इमरजेंसी पुलिस सहायता चाहिए यहां कानून व्यवस्था बिगड़ गई है,REQUEST_POLICE_EMERGENCY_HELP,hi,short,False,caller
SAATHI_00176,"hukka pani band karne ka farman sunaya gaya hai biradari dwara, please kuch jaldi kijiye.",SOCIAL_COMMUNITY_PRESSURE,hinglish,compound_dialogue,False,caller
SAATHI_00177,"उसने चाय का गर्म पानी फेंक दिया मुझ पर जल गई हूं, मुझे बहुत चिंता हो रही है।",PHYSICAL_VIOLENCE_INJURY,hi,compound_dialogue,False,caller
SAATHI_00178,I'm crying and petrified right now,FEAR_DISTRESS_PANIC,en,spelling_variation,False,caller
SAATHI_00179,"caste based exclusion face kar rahe hain public road use karne par, please kuch jaldi kijiye.",DISCRIMINATION_CASTE_VULNERABILITY,hinglish,compound_dialogue,False,caller
SAATHI_00180,He is armed and actively attempting to break into my apartment,IMMEDIATE_PHYSICAL_DANGER,en,spelling_variation,False,caller
SAATHI_00181,drama rehearsal chal raha tha theater performance ke liye,NEUTRAL_NO_INDICATOR,hinglish,spelling_variation,True,caller
SAATHI_00182,suniye... warning de raha hai ki tu pachtayegi bohot,THREAT_INTIMIDATION,hinglish,conversational,False,caller
SAATHI_00183,please... everything under control now thank you so much,CURRENT_SAFETY_REASSURANCE,hinglish,conversational,True,caller
SAATHI_00184,He fluctuates between begging for forgiveness and violent screaming fits,CONTRADICTORY_CHANGING_SITUATION,en,spelling_variation,False,caller
